Thema,Bild,Nummer,Titel,Format,Technik,Jahr,Standort,Preis
ZU,,ZU_038,"38", ,Frottage,2000,Luzie,
ZU,,ZU_040,"40", ,Frottage,2000,Luzie,
ZU,,ZU_041,"41", ,Frottage,2000,Luzie,
ZU,,ZU_042,"42", ,Frottage,2000,Luzie,
ZU,,ZU_043,"43", ,Frottage,2000,Luzie,
ZU,,ZU_044a,"44a", ,Frottage,2000,Luzie,
ZU,,ZU_044b,"44b", ,Frottage,2000,Luzie,
ZU,,ZU_045,"45", ,Frottage,2000,Luzie,
ZU,,ZU_046,"46", ,Frottage,2000,Luzie,
ZU,,ZU_047,"47", ,Frottage,2000,Luzie,
ZU,,ZU_048,"48", ,Frottage,2000,Luzie,
ZU,,ZU_051,"51", ,Frottage,2000,Luzie,
ZU,,ZU_052,"52", ,Frottage,2000,Luzie,
ZU,,ZU_055,"55", ,Frottage,2000,Luzie,
ZU,,ZU_056,"56", ,Frottage,2000,Luzie,
ZU,,ZU_057,"57", ,Frottage,2000,Luzie,
ZU,,ZU_058,"58", ,Frottage,2000,Luzie,
ZU,,ZU_062,"62", ,Frottage,2000,Luzie,
ZU,,ZU_063,"63", ,Frottage,2000,Luzie,
ZU,,ZU_065a,"65a", ,Frottage,2000,Luzie,
ZU,,ZU_065b,"65b", ,Frottage,2000,Luzie,
ZU,,ZU_066a,"66a", ,Frottage,2000,Luzie,
ZU,,ZU_066b,"66b", ,Frottage,2000,Luzie,
ZU,,ZU_067a,"67a", ,Frottage,2000,Luzie,
ZU,,ZU_067b,"67b", ,Frottage,2000,Luzie,
ZU,,ZU_068,"68", ,Frottage,2000,Luzie,
ZU,,ZU_069,"69", ,Frottage,2000,Luzie,
ZU,,ZU_070,"70", ,Frottage,2000,Luzie,
ZU,,ZU_071,"71", ,Frottage,2000,Luzie,
ZU,,ZU_072,"72", ,Frottage,2000,Luzie,
AAA,,AAA_101,Portrait,60 x 40 cm, Mischtechnik auf Leinwand,Ohne Jahr,Luzie,200
AAA,,AAA_102,Portrait,80 x 60 cm, Mischtechnik auf Leinwand,Ohne Jahr,Luzie,200
AAA,,AAA_103,Laurie Anderson,80 x 70 cm, Mischtechnik auf Leinwand,Ohne Jahr,Luzie,200
AAA,,AAA_104,Der Fußballer,110 x 105 cm, Mischtechnik auf Leinwand,Ohne Jahr,Luzie,350
AAA,,AAA_001,Selbstportrait,70 x 50 cm,Graphit/Papier/Holz,Ohne Jahr,missing,800
AAA,,AAA_002,Blaue Herzdame,70 x 50 cm,Öl/Bw.,Ohne Jahr,missing,800
AAA,,AAA_003,Niklas auf Tür,200 x 80 cm,Graphit/Papier,1986,Galerie Inge x,
AAA,,AAA_004,Gespiegeltes Selbstportrait,80 x 65 cm,Öl/Bw.,Ca. 1984,Luzie,900
AAA,,AAA_005,"Tony Torrillhon, der Kupeferstecher I",75 x 50 cm,Graphit/Papier,1990,missing,350
AAA,,AAA_006,T.-T.- II,75 x 50 cm,Graphit/Papier,1990,missing,350
AAA,,AAA_007,T.-T.- III (Toni Torrihon),75 x 50 cm,Graphit/Papier,1990,missing,350
AAA,,AAA_008,Niklas mehrmals,75 x 50 cm,Graphit/Papier,2000/2005,Luzie,500
AAA,,AAA_009,"Niklas Trüstedt, der Gambenspieler",120 x 100 cm,Graphit/Acryl/Papier,2002,missing,700
AAA,,AAA_010,"M.-V.  (Meyer-Vorfelder,  Fußball)",80 x 100 cm,Graphit/Acryl/Lwd.,2005,Luzie,300
AAA,,AAA_011,St.L.,100 x 80 cm,Graphit/Acryl/Lwd.,2006,Luzie,550
AAA,,AAA_012,St.L. (mit Hand),100 x 80 cm,Graphit/Öl/Lwd.,2005,Luzie,500
AAA,,AAA_013,P.,100 x 80 cm,Acryl/Lwd.,2006,Luzie,450
AAA,,AAA_014,Leszek Kolakowski,100 x 80 cm,Graphit/Lwd.,2010,Luzie,400
AAA,,AAA_015,M.,100 x 80 cm,Öl/Lwd.,2006,Luzie,450
AAA,,AAA_016,J.F.,100 x 80 cm,Öl/Lwd.,2006,Luzie,400
AAA,,AAA_017,M.R.-R.,100 x 80 cm,Öl/Lwd.,2006,Luzie,400
AAA,,AAA_018,na,na,na,na,missing,
LFG,,LFG_001,Welttheater,80 x 60 cm,Öl/Nessel, ?, Bernhard Lensing,
LFG,,LFG_002,Orpheus auf dem Weg in die Unterwelt,150 x 110 cm,Öl/Eit./Lwd.,1986,Till Burkhardt München,
LFG,,LFG_003,Tag und Nacht,60 x 80 cm,Öl/Holz,1986,Galerie wiese Rotenburg oder Niklas,
LFG,,LFG_004,Blaugrünes Wunder,75 x 95 cm,Öl/Nessel,1991,"DR W. Spann, Gabriele Spann München",
LFG,,LFG_005,Schwangere Auster I,215 x 145 cm,Öl/Lwd.,1988,Droste Immobilien Pistor Kurfürstendamm,
LFG,,LFG_006,Schwangere Auster II,215 x 145 cm,Öl/Lwd.,1988,Droste Immobilien Pistor Kurfürstendamm,
LFG,,LFG_007,Schlucht (Phaetons Sturz),160 x 120 cm,Mischt./Lwd.,1996/1998,Borghees,1200
LFG,,LFG_008,Jeder spielt für sich allein,105 x 125 cm,Öl/Lwd.,1992,Tanja Henningsen,
LFG,,LFG_009,Adam und Eva vor dem Sündenfall,70 x 50 cm,Öl/Lwd.,1998,Felix,2000
LFG,,LFG_010,Liebe kann kopflos machen,160 x 130 cm,Öl/Lwd.,2008,Luzie,1750
LFG,,LFG_011,Figurenspiele in Ocker I,60 x 40 cm,Mischt./Lwd.,2003,missing,450
LFG,,LFG_012,Figurenspiele in Ocker II,60 x 40 cm,Mischt./Lwd.,2003,missing,450
LFG,,LFG_013,Figurenspiele in Ocker III,60 x 40 cm,Mischt./Lwd.,2003,missing,450
LFG,,LFG_014,Zirkuskinderspiele,85 x 90 cm,Mischt./Lwd.,2000,Luzie,950
LFG,,LFG_015,Kinderspiele,55 x 70 cm,Mischt./Lwd.,2000,Irmgard,550
LFG,,LFG_016,Augenzwinkern,45 x 55 cm,Mischt./Lwd.,2000,Trüstedt,550
LFG,,LFG_017,Indigo gegen Ocker,45 x 55 cm,Mischt./Lwd.,2000,Borghees,550
LFG,,LFG_018,Kleines Herbstbild Vom Wasser gefällt (Gatow) Stroh,40 x 50 cm,Mischt./Lwd.,1999,Borghees,550
LFG,,LFG_019,Gesellschaft der Traumtänzer,40 x 50 cm,Eit./Öl/Lwd.,1995,Borghees,550
LFG,,LFG_019,Traumtänzer,80 x 65 cm,Eit./Öl/Lwd.,1995,Cordula Trüstedt,850
LFG,,LFG_020,Nächtliche Begenung,60 x 40 cm,Öl/Lwd.,1998,Luzie,600
LFG,,LFG_021,Traum von Geborgenheit,80 x 100 cm,Öl/Lwd.,1988,Adolf Babel,
LFG,,LFG_022,Für Matti,75 x 80 cm,Öl/Lwd.,1996,Verkauft,
LFG,,LFG_023,Gelbmond über grüner Landschaft,30 x 40 cm,Öl/Lwd.,1996,Cordula Trüstedt,350
LFG,,LFG_024,Paradiesgärtlein,50 x 70 cm,Öl/Eit./Lwd.,1996,Borghees,400
LFG,,LFG_025,"Eitel, Spiel und Traurigkeit",105 x 125 cm,Öl/Lwd.,1992,Luzie,950
LFG,,LFG_026,Honigtanz,75 x 80 cm,Öl/Lwd.,1994,Borghees,750
LFG,,LFG_027,Fressen und Gefressen werden,55 x 75 cm,Öl/Nessel,1994,Nanni Burkhardt München,
LFG,,LFG_028,Klingsors Garten,180 x 120 cm,Öl/Lwd.,1993/1994,Luzie,1450
LFG,,LFG_029,"Ritter, Tod und Teufel (Apokalypse)",160 x 120 cm,Mischt./Lwd.,1992/1994,Luzie,1250
LFG,,LFG_030,Pfauenfederlandschaft,49 x 41 cm,Öl/Mischt./Lwd.,1993,Borghees,550
LFG,,LFG_031,Mondlandschaft dramatisch,60 x 70 cm,Öl/Eit./Lwd.,1992,Borghees,550
LFG,,LFG_032,Mond in lyrischer Stimmung auf rauhgrau,40 x 55 cm,Mischt./Lwd.,1992,Borghees,300
LFG,,LFG_033,Feuervogel,150 x 120 cm,Öl/Bw.,2015,Luzie,1250
LFG,,LFG_034,Szenerie,60 x 85 cm,Öl/Lwd.,1991,Borghees,750
LFG,,LFG_035,Baum der Erkenntins,75 x 95 cm,Öl/Lwd.,1990,missing,800
LFG,,LFG_036,Kopfgeburten,125 x 90 cm,Öl/Nessel,1987/1988,Borghees,1100
LFG,,LFG_037,Augenblicke,130 x 95 cm,Öl/Lwd.,1988,Borghees,1250
LFG,,LFG_038,Dittas Traumbild,75 x 95 cm,Öl/Nessel,1986,finnland Tanja Henningsen,
LFG,,LFG_039,Ach diese Beziehungen,75 x 70 cm,Öl/Papier/Holz,1983,Trüstedt Berlin,
LFG,,LFG_040,Als ein Vogel durch's Grasgebüschel gehen,80 x 115 cm,Papier Glasrahmen,1985/1986,B. Lensing (Leihgabe),
LFG,,LFG_041,Musikspuren,100 x 80 cm,Öl/Lwd.,1987,Tillmann Muthesius  Potsdam,
LFG,,LFG_042,Don Quichotte und Rosinante,75 x 95 cm,Öl/Eit./Nessel,1989,"Rosie Nagel, München",
LFG,,LFG_043,Rote Landschaft,,,,,
LFG,,LFG_044,Mädchen Mona Lisa,70 x 50 cm,Öl/Lwd.,,Verkauft in St-Matthäus anTamara,
LFG,,LFG_045,Dämmerung,60 x 80 cm,Öl/Lwd.,1989,Privatbesitzer Berlin,
LFG,,LFG_046,Der rote Fisch,75 x 95 cm,Öl/Lwd.,1990,"München B. Donaubauer Elisabeth, Xaver, Josephine",
LFG,,LFG_047,Blaue Stunde (Silhouette Berlin),75 x 95 cm,Öl/Lwd.,1989,,
LFG,,LFG_048,Flug zwischen Planeten,80 x 100 cm,Öl/Lwd.,2018,Luzie,650
LFG,,LFG_049,Lebenstheater,80 x 60 cm,Öl/Nessel,1985,,
LFG,,LFG_050,Nachtbild (bei Pels Leusden),70 x 50 cm,Öl/Lwd.,1984,verkauft an Arch.Köhn,
LFG,,LFG_051,Toteninsel,100 x 70 cm,Acryl/Papier/Holz,1976,Annegret,
LFG,,LFG_052,Das kleine Gelb  Aus Triptychon nach Ginas Gedicht,50 x 60 cm,Öl/Lwd.,1996,Labod  Emmerich,
LFG,,LFG_053,Räkelt sich,50 x 60 cm,Öl/Lwd.,1996,Labod  Emmerich,
LFG,,LFG_054,In tintiges Blau Triptychon nach Ginas Gedicht,50 x 60 cm,Öl/Lwd.,1996,Labod  Emmerich,
LFG,,LFG_055,Ultramarin,40 x 40 cm,Öl/Holz,1988/89,DRK Borken,
LFG,,LFG_056,Mond versteckt in Gelb,80 x 75 cm,Mischt./Lwd.,2001,Katja Janson,950
LFG,,LFG_057,Mond versteckt in Silber,80 x 75 cm,Mischt./Lwd.,2001,Tanja Henningsen,950
LFG,,LFG_058,Mond verirrt,70 x 80 cm,Öl/Lwd.,2015,Luzie,850
LFG,,LFG_059,Junge im Tiergarten,115 x 130 cm,Öl/Lwd.,2019,Luzie,850
LFG,,LFG_075,na,na,na,na,missing,
LFG,,LFG_072,na,na,na,na,missing,
LFG,,LFG_068,na,na,na,na,missing,
LFG,,LFG_062,na,na,na,na,missing,
LFG,,LFG_074,na,na,na,na,missing,
LFG,,LFG_060,na,na,na,na,missing,
LFG,,LFG_069,na,na,na,na,missing,
LFG,,LFG_071,na,na,na,na,missing,
LFG,,LFG_073,na,na,na,na,missing,
LFG,,LFG_064,na,na,na,na,Mechtild,
LFG,,LFG_061,na,na,na,na,missing,
LFG,,LFG_067,na,na,na,na,missing,
LFG,,LFG_101,Novembererde,64 x 45 cm,Öl/Lwd.,2000,Borghees,500
LFG,,LFG_102,Vor dem Gewitter,40 x 40 cm,Öl/Lwd.,1991,Borghees,300
LFG,,LFG_103,Zerschundene Landschaft mit Mond,45 x 55 cm,Öl/Lwd.,1997,Borghees,500
LFG,,LFG_104,Silbermond,60 x 80 cm,Öl/Lwd.,Ohne Datum,Luzie,400
MET,,MET_101,Gestalten I,140 x 120 cm,Öl/Nessel,Ohne Datum,Luzie,300
MET,,MET_102,Gestalten II,155 x 105 cm,Öl/Lwd.,Ohne Datum,Luzie,400
MET,,MET_001,Janusderwischentanz,125 x 90 cm,Öl/Nessel,1987/1988,Dr. Ellers Kalkar,
MET,,MET_002,Lw5 S1 (Metamorphose einer Figur),215 x 140 cm,Mischt./Lwd.,1987/1989,Luzie,2250
MET,,MET_003,Ecce homo,115 x 80 cm,Öl/Lwd.,1989,Luzie,800
MET,,MET_004,Wunderbarer Fischzug,40 x 60 cm,Öl/Pap./Holz,1989,verkauft,
MET,,MET_005,Wende,160 x 120 cm,Öl/Lwd.,1989/1990,Borghees,1650
MET,,MET_006,Philemon und Baucis,160 x 120 cm,Öl/Nessel,1990/1991,Luzie,1650
MET,,MET_007,Pegasus' Flügelflattern,160 x 120 cm,Mischt./Lwd.,1991,Helga Fassbinder,
MET,,MET_008,Lokalisation,160 x 120 cm,Öl/Lwd.,1995/1999,Luzie,1650
MET,,MET_009,Daphne I,160 x 120 cm,Mischt./Lwd.,1996,"Verkauft:  Alex Reinhardt-van Gülpen, Emmerich",
MET,,MET_010,Daphne II,160 x 130 cm,Öl/Lwd.,1998,Isabell Schmidtke,1650
MET,,MET_011,Daphne III,160 x 130 cm,Öl / Lwd.,2000,Tanja Henningsen,1650
MET,,MET_012,Schöpfung aus dem Chaos,160 x 120 cm,Mischt./Lwd.,1996,Borghees,1650
MET,,MET_013,Gaja,160 x 120 cm,Mischt./Lwd.,1996/1998,Luzie,1550
MET,,MET_014,In neue Gestalten verwandelte Wesen will ich besingen I,160 x 120 cm,Öl/Nessel,1991,"Hanne Mader,  Ulf Mader, Freiburg  Berlin",
MET,,MET_015,In neue Gestalten verwandelte Wesen will ich besingen II,160 x 120 cm,Öl/Bw.,1990/1991,,1650
MET,,MET_016,Verliebter Pegasus,160 x 120 cm,Öl/Lwd.,1997/1998,ausleihen von der Sparkasse?,
MET,,MET_017,Das Werk der Medusa,160 x 130 cm,Öl/Lwd.,1997/1998,Luzie,1450
MET,,MET_018,Ort der Fama (Gerüchte),160 x 120 cm,Öl/Lwd.,1997/1998,Borghees,1550
MET,,MET_019,Alles ist im Fluss (Atl. Ozean),130 x 160 cm,Mischt./Lwd.,1998,Bartek Widera,1550
ORJ,,ORJ_101,NYC I,100 x 140 cm,Mischtechnik/Lwd.,Ohne Datum,Luzie,500
ORJ,,ORJ_102,NYC Central park,100 x 140 cm,Mischtechnik/Lwd.,Ohne Datum,Luzie,500
ORJ,,ORJ_001,Spuren im Schnee,55 x 70 cm,Eit./Öl/Lwd.,2001,Borghees,850
ORJ,,ORJ_002,Felsenküste Camaret,75 x 95 cm?? 90/125 cm,Öl/Lwd.,1988/1989,missing,900
ORJ,,ORJ_003,Olivenhain I,100 x 120 cm,Öl/Lwd.,1994,Frau Richter Trüstedt  Berlin,
ORJ,,ORJ_004,Olivenhain II,100 x 120 cm,Öl/Lwd.,1994,Richter / Trüsted,
ORJ,,ORJ_005,Herbstbild,100 x 120 cm,Öl/Lwd.,1996,Van Aaken,
ORJ,,ORJ_006,Spiegelung II  (Pfütze an der Mauer am Checkpoint Charlie),60 x 60 cm,Öl,1988,,
ORJ,,ORJ_007,Gewitter über Umbrien,120 x 80 cm,Öl/Lwd.,1985,"Verkauft: Norbert Loose, Emmerich",
ORJ,,ORJ_008,Herbstbild mit Höhle,100 x 80 cm,Öl/Lwd.,1986,verkauft  Babel,
ORJ,,ORJ_009,Baumblüte im Hohenlohischen,60 x 80 cm,Öl/Lwd.,1986,Annegret Lensing  Bergheim,
ORJ,,ORJ_010,Metamorphose einer Landschaft (nach Tschernobyl),70 x 100 cm,Mischt./Lwd.,1986,Luzie,950
ORJ,,ORJ_011,Juniwiese 86 (Juniblühgräserwiese),60 x 80 cm,Öl/Lwd.,1986,Sparkasse Emmerich,
ORJ,,ORJ_012,Felsenküste bei Camaret Bretagne,75 x 95 cm,Öl/Lwd.,1989,Luzie,850
ORJ,,ORJ_013,Sturmflut Palud Bretagne,40 x 70 cm,Öl/Lwd.,1989,Luzie,550
ORJ,,ORJ_014,Italienische Remineszenzen (Umbrien),"40,5 x 40,5 cm",Öl/Mischt./Lwd.,1991,Luzie Spann,
ORJ,,ORJ_015,Fundstücke aus dem Serengeti - Gnuschädel,55 x 75 cm,Mischt./Lwd.,1991,Luzie,650
ORJ,,ORJ_016,Wasserläufe durch okrisches Land,45 x 69 cm,Mischt./Lwd.,1991,Borghees,300
ORJ,,ORJ_017,Herbliches Gestüpp,70 x 50 cm,Mischt./Lwd.,1990/2002,Luzie,500
ORJ,,ORJ_018,Weite Ferne (Nahe Weite),105 x 115 cm,Öl/Nessel,1992,Borghees,950
ORJ,,ORJ_019,Verwachsene Landschaft - den Fluß hinabretiben lassen,105 x 115 cm,Öl/Lwd.,1992,Verkauft  Ausst.Botanicum München  Paris,
ORJ,,ORJ_020,Wolkengebirge (Umbrien),41 x 49 cm,Öl/Lwd.,1993,Luzie,450
ORJ,,ORJ_021,Pinzgau im März,100 x 120 cm,Öl/Lwd.,1994,Cordula Trüstedt,1100
ORJ,,ORJ_022,Frühling im Pinzgau I,100 x 120 cm,Öl/Lwd.,1994,Trüstedt/Richter  Berlin,
ORJ,,ORJ_023,Frühling im Pinzgau II,100 x 120 cm,Öl/Lwd.,1994,"Reinhardt,  Emmerich",
ORJ,,ORJ_024,Jahreszeiten,100 x 120 cm,Öl/Lwd.,1994,Trüstedt,
ORJ,,ORJ_025,Am Wasser blühend,75 x 70 cm,Öl/Lwd.,1995,Sparkasse Emmerich,
ORJ,,ORJ_026,Fortgeschwemmt (Oderhochwasser),50 x 70 cm,Öl/Lwd.,1996,Borghees,550
ORJ,,ORJ_027,Sudelstrudel (Oderhochwasser),60 x 80 cm,Öl/Lwd.,1996,Borghees,650
ORJ,,ORJ_028,Angeschwemmt am Niederrhein,50 x 70 cm,Öl/Lwd.,1997,Ruth,
ORJ,,ORJ_029,Alles ist im Fluss- Wüste Namibia,130 x 160 cm,Mischt./Lwd.,1994,Borghees,1450
ORJ,,ORJ_030,Voorthuysen im Herbst,100 x 120 cm,Mischt./Lwd.,1996,Borghees,900
ORJ,,ORJ_031,Herbstliche Spree,100 x 120 cm,Mischt./Lwd.,1999,,
ORJ,,ORJ_032,Gewitter in Manhattan,120 x 80 cm,Öl/Lwd.,2010,Luzie,850
ORJ,,ORJ_032x,Inge malt,120 x 80 cm,Öl/Lwd.,2010,Tanja Henningsen,950
ORJ,,ORJ_033,Waldlichtung,120 x 80 cm,Öl/Lwd.,2010/2011,Norbert Loose,950
ORJ,,ORJ_034,Popocapétl (Vulkan in Mexiko),180 x 130 cm,Mischt./Lwd.,2000,Luzie,1450
ORJ,,ORJ_035,Suomi (Finnland),125 x 125 cm,Öl/Lwd.,2002,Clara,1100
ORJ,,ORJ_036,Herbstblätter auf der Spree,60 x 75 cm,Eit./Öl/Lwd.,2007,,
ORJ,,ORJ_037,An der Felsenküste Ios I,200 x 150 cm,Eit./Öl/Lwd.,2008,missing,1250
ORJ,,ORJ_038,An der Felsenküste Ios II,150 x 200 cm,Eit./Öl/Lwd.,2008,Luzie,1250
ORJ,,ORJ_039,Rheinbrücke (Emmerich am Rhein),120 x 80 cm,Öl/Lwd.,2010/2011,Niklas Lensing,850
ORJ,,ORJ_040,Ausflug nach Kremmen,75 x 100 cm,Öl/Lwd.,2017,Borghees,750
ORJ,,ORJ_041,Frühschnee in den Alpen – Tiefes Tal,60 x 80 cm,Öl/Lwd.,2010/2011,Borghees,650
ORJ,,ORJ_042,Frühschnee in den Alpen – Rosa Gipfel,60 x 80 cm,Öl/Lwd.,2010/2011,Borghees,650
ORJ,,ORJ_043,Frühschnee in den Alpen – Beschneite Wipfel,60 x 80 cm,Öl/Lwd.,2010/2011,Borghees,650
ORJ,,ORJ_044,Grüne Landschaft 1,70 x 85 cm,Öl / Bw.,2009,Luzie,650
ORJ,,ORJ_045,Grüne Landschaft 2,70 x 85 cm,Öl / Bw.,2009,Dr.Spann  München,
ORJ,,ORJ_046,Indian summer,65 x 80 cm,Öl/Lwd.,2009,Borghees,750
ORJ,,ORJ_047,Winterlandschaft I,55 x 70 cm,Eit./Öl/Lwd.,2010,Borghees,650
ORJ,,ORJ_048,Spiegelung - Bäume am See,80 x 100 cm,Öl/Lwd.,2010,Luzie,550
ORJ,,ORJ_049,Rheinarm am Niederrhein,80 x 100 cm,Öl/Lwd.,2010,Borghees,500
ORJ,,ORJ_050,Am Ursprung der Menschheit/Afrikanischer Bruch,105 x 105 cm,Öl/Lwd.,2014,Huang Wan-Ling,850
ORJ,,ORJ_051,Baumreihe (mit Wiese) Voorhuysen,,Öl/Lwd.,,,
ORJ,,ORJ_053,Panorama von der Rheinbrücke Rhein-abwärts,42 x 60 cm,Öl/Lwd.,2010/2011,,
ORJ,,ORJ_054,Nach dem Hochwasser im Unteren Odertal,100 x 120 cm,Mischt./Lwd.,1997,Luzie,850
ORJ,,ORJ_055,Tabakscheune I im Oderbruch,60 x 80 cm,Öl/Lwd.,1997,Till Burkhardt,
ORJ,,ORJ_056,Tabakscheune II,50 x 70 cm,Öl/Lwd.,1997,Elisabeth Seifert-van de Loo,
ORJ,,ORJ_057,Nach dem Sturm,85 x 90 cm,Öl/Bw.,2013,missing,850
ORJ,,ORJ_058,Schweineopfer der Göttin Pele,100 x 120 cm,Öl/Lwd.,2015,,
WBW,,WBW_001,Lilien I (weiß) blühend,155 x 115 cm,Graphit/Öl/Bw.,2008,Luzie,1350
WBW,,WBW_002,Lilien II (grün) verwelkend,155 x 115 cm,Graphit/Öl/Bw.,2008,Luzie,1350
WBW,,WBW_003,Lilien III (rosa) verwelkt,155 x 115 cm,Graphit/Öl/Bw.,2008,luzie,1350
WBW,,WBW_004,Lilien IV,60 x 45 cm,Öl/Lwd.,2011,missing,450
WBW,,WBW_005,Lilien V (blau),60 x 45 cm,Öl/Lwd.,2011,missing,450
WBW,,WBW_006,Lilien VI (gold),60 x 45 cm,Öl/Lwd.,2011,Elisabeth (von Mechtild),450
WBW,,WBW_008,Herbstliches Blätterschwirren,150 x 120 cm,Öl/Lwd.,2007,Borghees,1550
WBW,,WBW_009,Durch Hebstblätter zum Himmel hin,160 x 130 cm,Eit./Öl/Lwd.,2004/2005,"Van Echtelt Matthieu, Juditch. Grainauer Str. 11 10777 Berlin",
WBW,,WBW_010,Sonnenblumenfeld,130 x 160 cm,Öl/Acryl/Lwd.,2002/2007,missing,1550
WBW,,WBW_011,Durch Blättergrün zum Himmel hin (groß),200 x 150 cm,Mischt./Lwd.,2002,Luzie,1450
WBW,,WBW_012,Amaryllis (Hibyskus),160 x 130 cm,Öl/Lwd.,2002,Melanie als Leihgabe,1550
WBW,,WBW_013,Blütenbaum (gelb),160 x 130 cm,Mischt./Lwd.,2001,Borghees,1450
WBW,,WBW_014,Schlängelt ein Bach durch's herbstliche Laub,95 x 75 cm,Misch./Nessel,1991,,
WBW,,WBW_015,Sommer/Mohnbild,160 x 120 cm,Öl/Nessel,1997,Helga Fassbinder A'dam,
WBW,,WBW_016,"Drei Herbstbaumwipfel im Tiergarten, Berlin",100 x 120 cm,Öl/Lwd.,1997,Esther Hebben Lensing Hebben,1100
WBW,,WBW_017,Durch Blättergrün zum Himmel hin (klein),120 x 100 cm,Mischt./Lwd.,1996,missing,1100
WBW,,WBW_018,Herbst vor der Stadt,100 x 120 cm,Öl/Lwd.,2015,Luzie,1100
WBW,,WBW_019,Baumbild Birke,125 x 95 cm,Mischt./Lwd.,1995,missing,1100
WBW,,WBW_020,Baumbild Gold,125 x 95 cm,Mischt./Lwd.,1995,missing,1100
WBW,,WBW_021,Blättergrün I,,,,,
WBW,,WBW_022,Baumbild mit Rost,125 x 95 cm,Mischt./Lwd.,1995,missing,1100
WBW,,WBW_023,Baumbild mit Himmel,125 x 95 cm,Mischt./Lwd.,1995,Borghees,1250
WBW,,WBW_024,Apfelblüte im Mai,100 x 120 cm,Öl/Lwd.,1994,Luzie,nicht verkäuflich
WBW,,WBW_025,Kleines Gräserbild,40 x 60 cm,Öl/Lwd.,,,
WBW,,WBW_026,Mein Balkon,105 x 105 cm,Öl/Lwd.,2010,Felix Fassbinder,650
WBW,,WBW_027,Exotische Früchte I,40 x 40 cm,Öl/Lwd.,2003,Borghees,350
WBW,,WBW_028,Exotische Früchte II,40 x 40 cm,Öl/Lwd.,2003,Mechtild,350
WBW,,WBW_029,Exotische Früchte III,40 x 40 cm,Öl/Lwd.,2003,Mechtild,350
WBW,,WBW_030,Exotische Früchte IV,40 x 40 cm,Öl/Lwd.,2003,missing,350
WBW,,WBW_031,Exotische Früchte V,40 x 40 cm,Öl/Lwd.,2003,verkauft Herdmann,
WBW,,WBW_032,Exotische Früchte VI,40 x 40 cm,Öl/Lwd.,2003,,
WBW,,WBW_033,Exotische Früchte VII,40 x 40 cm,Öl/Lwd.,2003,Mechtild,350
WBW,,WBW_034,Fundstücke,70 x 65 cm,Öl/Papier/Holz (unter Glas),1983,Pelz-Leusden/Wohnung ??,
WBW,,WBW_035,Käthes Rhabarber in Berlin,45 x 65 cm,Gouache/Papier/Holz,1984,,
WBW,,WBW_036,Weiße Amaryllis,200 x 150 cm,Graphit/Öl/Lwd.,2003,Tanja Henningsen,1850
WBW,,WBW_037,Blätter gegen Himmel,120 x 100 cm,Öl/Lwd.,1996,,
